id,label
813,0
814,0
815,0
816,0
817,0
818,0
819,0
820,0
821,1
822,0
823,0
824,1
825,1
826,0
827,1
828,0
829,1
830,1
831,1
832,0
833,1
834,0
835,0
836,1
837,1
838,1
839,0
840,0
841,1
842,0
843,0
844,1
845,1
846,1
847,0
848,1
849,0
850,0
851,1
852,0
853,0
854,0
855,1
856,1
857,1
858,0
859,1
860,0
861,0
862,0
863,1
864,0
865,1
866,0
867,0
868,0
869,1
870,1
871,0
872,0
873,0
874,0
875,0
876,0
877,0
878,0
879,1
880,0
881,0
882,0
883,1
884,0
885,0
886,0
887,0
888,1
889,0
890,0
891,1
892,0
893,1
894,1
895,0
896,0
897,0
898,0
899,1
900,0
901,1
902,0
903,1
904,0
905,0
906,1
907,0
908,0
909,1
910,0
911,1
912,0
913,1
914,0
915,0
916,0
917,0
918,1
919,1
920,1
921,0
922,1
923,1
924,1
925,1
926,1
927,0
928,0
929,1
930,0
931,0
932,0
933,0
934,1
935,0
936,1
937,1
938,1
939,1
940,0
941,0
942,1
943,0
944,1
945,0
946,0
947,0
948,0
949,0
950,0
951,0
952,1
953,1
954,1
955,0
956,1
957,0
958,1
959,0
960,1
961,0
962,0
963,0
964,0
965,1
966,0
967,0
968,1
969,1
970,0
971,1
972,1
973,1
974,1
975,1
976,1
977,0
978,1
979,0
980,0
981,0
982,1
983,0
984,0
985,0
986,1
987,1
988,1
989,0
990,0
991,1
992,1
993,1
994,0
995,1
996,0
997,0
998,0
999,1
1000,1
1001,0
1002,0
1003,1
1004,1
1005,1
1006,0
1007,0
1008,1
1009,1
1010,1
1011,1
1012,0
1013,0
1014,0
1015,0
1016,1
1017,0
1018,1
1019,0
1020,0
1021,0
1022,1
1023,1
1024,0
1025,1
1026,0
1027,1
1028,0
1029,1
1030,0
1031,0
1032,0
1033,1
1034,1
1035,0
1036,0
1037,0
1038,1
1039,0
1040,0
1041,0
1042,0
1043,0
1044,0
1045,0
1046,1
1047,0
1048,0
1049,0
1050,1
1051,1
1052,0
1053,1
1054,0
1055,0
1056,1
1057,0
1058,1
1059,1
1060,0
1061,0
1062,1
1063,1
1064,0
1065,0
1066,1
1067,1
1068,1
1069,0
1070,1
1071,1
1072,0
1073,1
1074,1
1075,1
1076,0
1077,1
1078,1
1079,0
1080,1
1081,1
1082,1
1083,0
1084,1
1085,1
1086,1
1087,0
1088,1
1089,1
1090,1
1091,1
1092,0
1093,1
1094,1
1095,1
1096,0
1097,0
1098,0
1099,0
1100,0
1101,1
1102,1
1103,1
1104,1
1105,0
1106,1
1107,1
1108,1
1109,0
1110,0
1111,0
1112,1
1113,1
1114,0
1115,0
1116,0
1117,1
1118,1
1119,1
1120,0
1121,1
1122,0
1123,0
1124,1
1125,0
1126,1
1127,1
1128,1
1129,1
1130,0
1131,1
1132,1
1133,1
1134,1
1135,1
1136,1
1137,0
1138,0
1139,1
1140,1
1141,0
1142,1
1143,1
1144,1
1145,0
1146,1
1147,0
1148,1
1149,0
1150,1
1151,0
1152,0
1153,0
1154,1
1155,1
1156,0
1157,1
1158,0
1159,1
1160,1
1161,1
1162,0
1163,1
1164,1
1165,1
1166,0
1167,0
1168,1
1169,1
1170,0
1171,0
1172,0
1173,0
1174,1
1175,0
1176,0
1177,1
1178,0
1179,0
1180,1
1181,1
1182,1
1183,1
1184,1
1185,0
1186,0
1187,1
1188,1
1189,0
1190,0
1191,0
1192,1
1193,0
1194,0
1195,1
1196,1
1197,1
1198,1
1199,0
1200,1
1201,0
1202,1
1203,0
1204,1
1205,0
1206,1
1207,1
1208,1
1209,0
1210,0
1211,0
1212,0
1213,0
1214,1
1215,1
1216,0
1217,0
1218,0
1219,0
1220,0
1221,0
1222,0
1223,0
1224,1
1225,1
1226,1
1227,0
1228,0
1229,1
1230,1
1231,1
1232,0
1233,0
1234,0
1235,1
1236,1
1237,1
1238,0
1239,1
1240,1
1241,1
1242,1
1243,1
1244,1
1245,0
1246,0
1247,0
1248,1
1249,0
1250,1
1251,1
1252,1
1253,0
1254,0
1255,1
1256,0
1257,0
1258,0
1259,0
1260,0
1261,0
1262,1
1263,1
1264,0
1265,1
1266,1
1267,0
1268,0
1269,0
1270,1
1271,1
1272,1
1273,0
1274,0
1275,1
1276,1
1277,1
1278,0
1279,1
1280,0
1281,1
1282,0
1283,0
1284,0
1285,1
1286,0
1287,0
1288,1
1289,0
1290,0
1291,0
1292,1
1293,0
1294,0
1295,0
1296,0
1297,1
1298,1
1299,0
1300,0
1301,0
1302,0
1303,0
1304,1
1305,0
1306,1
1307,1
1308,1
1309,1
1310,1
1311,1
1312,0
1313,0
1314,0
1315,1
1316,1
1317,1
1318,1
1319,1
1320,0
1321,0
1322,0
1323,1
1324,0
1325,0
1326,1
1327,0
1328,0
1329,0
1330,1
1331,1
1332,1
1333,1
1334,0
1335,1
1336,0
1337,0
1338,1
1339,1
1340,1
1341,1
1342,1
1343,0
1344,1
1345,1
1346,1
1347,0
1348,1
1349,1
1350,1
1351,1
1352,1
1353,1
1354,0
1355,0
1356,1
1357,0
1358,1
1359,0
1360,1
1361,0
1362,0
1363,0
1364,0
1365,1
1366,1
1367,1
1368,1
1369,1
1370,0
1371,0
1372,1
1373,0
1374,1
1375,1
1376,1
1377,1
1378,1
1379,0
1380,0
1381,1
1382,0
1383,0
1384,1
1385,0
1386,1
1387,1
1388,1
1389,1
1390,0
1391,0
1392,0
1393,1
1394,0
1395,0
1396,0
1397,1
1398,0
1399,1
1400,0
1401,0
1402,1
1403,1
1404,0
1405,1
1406,0
1407,1
1408,1
1409,1
1410,1
1411,0
1412,1
1413,0
1414,1
1415,1
1416,1
1417,0
1418,0
1419,1
1420,0
1421,0
1422,0
1423,0
1424,1
1425,1
1426,0
1427,0
1428,0
1429,0
1430,1
1431,0
1432,0
1433,1
1434,1
1435,1
1436,0
1437,0
1438,0
1439,0
1440,0
1441,1
1442,1
1443,1
1444,1
1445,0
1446,0
1447,1
1448,1
1449,1
1450,0
1451,0
1452,0
1453,0
1454,0
1455,0
1456,0
1457,1
1458,0
1459,1
1460,0
1461,1
1462,1
1463,0
1464,0
1465,0
1466,1
1467,0
1468,1
1469,0
1470,0
1471,1
1472,1
1473,1
1474,1
1475,0
1476,0
1477,1
1478,1
1479,1
1480,0
1481,0
1482,1
1483,0
1484,0
1485,1
1486,1
1487,0
1488,0
1489,1
1490,0
1491,0
1492,0
1493,1
1494,0
1495,0
1496,1
1497,0
1498,0
1499,0
1500,1
1501,0
1502,1
1503,1
1504,0
1505,0
1506,1
1507,0
1508,1
1509,1
1510,1
1511,0
1512,1
1513,1
1514,0
1515,1
1516,1
1517,0
1518,1
1519,1
1520,1
1521,1
1522,1
1523,0
1524,1
1525,0
1526,0
1527,0
1528,0
1529,0
1530,1
1531,1
1532,0
1533,0
1534,1
1535,0
1536,1
1537,0
1538,1
1539,1
1540,0
1541,1
1542,0
1543,1
1544,0
1545,1
1546,0
1547,0
1548,0
1549,1
1550,1
1551,0
1552,1
1553,0
1554,1
1555,0
1556,1
1557,1
1558,1
1559,1
1560,1
1561,1
1562,0
1563,1
1564,1
1565,0
1566,1
1567,1
1568,0
1569,0
1570,1
1571,1
1572,1
1573,0
1574,1
1575,0
1576,1
1577,0
1578,1
1579,1
1580,0
1581,1
1582,1
1583,0
1584,0
1585,1
1586,1
1587,0
1588,0
1589,0
1590,1
1591,1
1592,1
1593,0
1594,0
1595,1
1596,0
1597,1
1598,0
1599,0
1600,1
1601,1
1602,1
1603,1
1604,0
1605,1
1606,1
1607,1
1608,1
1609,0
1610,1
1611,0
1612,1
1613,1
1614,0
1615,1
1616,1
1617,0
1618,1
1619,0
1620,1
1621,0
1622,0
1623,0
1624,0
1625,1
1626,1
1627,1
1628,0
1629,1
1630,0
1631,1
1632,0
1633,0
1634,0
1635,0
1636,1
1637,1
1638,0
1639,1
1640,1
1641,1
1642,0
1643,0
1644,1
1645,0
1646,0
1647,1
1648,1
1649,1
1650,1
1651,1
1652,0
1653,1
1654,1
1655,1
1656,0
1657,0
1658,0
1659,1
1660,1
1661,1
1662,0
1663,1
1664,0
1665,0
1666,1
1667,0
1668,1
1669,1
1670,0
1671,1
1672,1
1673,0
1674,0
1675,0
1676,1
1677,1
1678,1
1679,0
1680,1
1681,1
1682,1
1683,1
1684,1
1685,0
1686,0
1687,1
1688,0
1689,0
1690,0
1691,0
1692,1
1693,0
1694,0
1695,0
1696,0
1697,1
1698,1
1699,0
1700,1
1701,1
1702,0
1703,0
1704,0
1705,0
1706,1
1707,1
1708,1
1709,1
1710,0
1711,1
1712,0
1713,1
1714,1
1715,0
1716,0
1717,1
1718,0
1719,1
1720,0
1721,0
1722,1
1723,1
1724,0
1725,1
1726,1
1727,0
1728,0
1729,1
1730,1
1731,1
1732,1
1733,1
1734,1
1735,1
1736,0
1737,1
1738,0
1739,1
1740,1
1741,0
1742,1
1743,1
1744,1
1745,0
1746,1
1747,1
1748,1
1749,0
1750,0
1751,1
1752,0
1753,0
1754,0
1755,0
1756,1
1757,1
1758,1
1759,0
1760,1
1761,0
1762,1
1763,0
1764,0
1765,1
1766,1
1767,0
1768,1
1769,0
1770,1
1771,1
1772,1
1773,0
1774,0
1775,1
1776,1
1777,0
1778,0
1779,1
1780,0
1781,0
1782,1
1783,1
1784,1
1785,0
1786,0
1787,1
1788,1
1789,1
1790,1
1791,1
1792,1
1793,0
1794,1
1795,0
1796,1
1797,1
1798,0
1799,1
1800,1
1801,0
1802,0
1803,0
1804,1
1805,0
1806,0
1807,0
1808,0
1809,1
1810,0
1811,1
1812,0
1813,1
1814,1
1815,0
1816,1
1817,0
1818,1
1819,0
1820,0
1821,0
1822,1
1823,0
1824,1
1825,1
1826,0
1827,1
1828,0
1829,0
1830,0
1831,0
1832,1
1833,1
1834,1
1835,1
1836,0
1837,0
1838,0
1839,1
1840,0
1841,1
1842,1
1843,0
1844,0
1845,1
1846,1
1847,1
1848,1
1849,1
1850,1
1851,0
1852,0
1853,1
1854,1
1855,1
1856,1
1857,0
1858,0
1859,0
1860,1
1861,0
1862,0
1863,1
1864,1
1865,0
1866,0
1867,0
1868,1
1869,1
1870,1
1871,1
1872,1
1873,1
1874,0
1875,1
1876,0
1877,1
1878,0
1879,0
1880,1
1881,1
1882,1
1883,0
1884,1
1885,1
1886,0
1887,0
1888,0
1889,1
1890,1
1891,0
1892,1
1893,0
1894,0
1895,1
1896,0
1897,1
1898,1
1899,1
1900,0
1901,0
1902,1
1903,1
1904,0
1905,1
1906,0
1907,1
1908,0
1909,1
1910,1
1911,0
1912,0
1913,0
1914,0
1915,0
1916,1
1917,0
1918,1
1919,1
1920,0
1921,0
1922,1
1923,0
1924,1
1925,0
1926,1
1927,0
1928,0
1929,0
1930,0
1931,0
1932,0
1933,0
1934,0
1935,1
1936,0
1937,0
1938,1
1939,0
1940,1
1941,0
1942,1
1943,1
1944,1
1945,0
1946,0
1947,0
1948,0
1949,1
1950,1
1951,0
1952,0
1953,1
1954,0
1955,1
1956,1
1957,0
1958,1
1959,0
1960,0
1961,0
1962,1
1963,0
1964,1
1965,1
1966,1
1967,0
1968,1
1969,1
1970,0
1971,1
1972,0
1973,1
1974,1
1975,1
1976,0
1977,1
1978,1
1979,1
1980,1
1981,0
1982,0
1983,1
1984,1
1985,1
1986,1
1987,0
1988,0
1989,0
1990,1
1991,1
1992,1
1993,0
1994,0
1995,0
1996,0
1997,0
1998,0
1999,1
2000,1
2001,0
2002,1
2003,0
2004,1
2005,1
2006,0
2007,1
2008,0
2009,0
2010,1
2011,1
2012,1
2013,0
2014,1
2015,0
2016,1
2017,1
2018,1
2019,0
2020,0
2021,0
2022,1
2023,0
2024,1
2025,1
2026,1
2027,1
2028,1
2029,0
2030,1
2031,1
2032,1
2033,1
2034,1
2035,1
2036,0
2037,0
2038,1
2039,0
2040,0
2041,0
2042,1
2043,1
2044,1
2045,0
2046,0
2047,0
2048,0
2049,1
2050,1
2051,1
2052,0
2053,0
2054,0
2055,0
2056,0
2057,0
2058,1
2059,1
2060,0
2061,0
2062,1
2063,1
2064,0
2065,1
2066,1
2067,1
2068,1
2069,1
2070,0
2071,0
2072,1
2073,1
2074,0
2075,0
2076,0
2077,1
2078,1
2079,0
2080,1
2081,0
2082,0
2083,1
2084,1
2085,1
2086,0
2087,1
2088,0
2089,0
2090,1
2091,1
2092,0
2093,1
2094,0
2095,1
2096,1
2097,0
2098,1
2099,1
2100,1
2101,0
2102,0
2103,1
2104,1
2105,1
2106,1
2107,1
2108,1
2109,1
2110,1
2111,1
2112,1
2113,1
2114,0
2115,1
2116,1
2117,0
2118,0
2119,0
2120,0
2121,1
2122,0
2123,0
2124,0
2125,0
2126,0
2127,1
2128,1
2129,1
2130,1
2131,0
2132,1
2133,1
2134,1
2135,0
2136,1
2137,1
2138,0
2139,1
2140,1
2141,1
2142,0
2143,0
2144,1
2145,1
2146,1
2147,0
2148,0
2149,0
2150,0
2151,1
2152,0
2153,0
2154,1
2155,0
2156,1
2157,0
2158,0
2159,1
2160,0
2161,0
2162,0
2163,1
2164,1
2165,0
2166,1
2167,0
2168,0
2169,1
2170,1
2171,1
2172,0
2173,1
2174,1
2175,1
2176,0
2177,0
2178,0
2179,0
2180,0
2181,1
2182,0
2183,1
2184,1
2185,1
2186,0
2187,1
2188,1
2189,0
2190,1
2191,1
2192,1
2193,1
2194,1
2195,0
2196,0
2197,0
2198,1
2199,0
2200,0
2201,0
2202,0
2203,0
2204,1
2205,0
2206,0
2207,1
2208,1
2209,1
2210,1
2211,0
2212,1
2213,0
2214,0
2215,1
2216,1
2217,1
2218,0
2219,0
2220,1
2221,1
2222,1
2223,0
2224,1
2225,0
2226,0
2227,0
2228,1
2229,1
2230,1
2231,1
2232,0
2233,0
2234,0
2235,1
2236,0
2237,1
2238,0
2239,1
2240,1
2241,0
2242,1
2243,0
2244,1
2245,0
2246,1
2247,0
2248,0
2249,0
2250,0
2251,1
2252,0
2253,1
2254,0
2255,1
2256,1
2257,1
2258,0
2259,0
2260,1
2261,1
2262,1
2263,1
2264,1
2265,1
2266,0
2267,0
2268,1
2269,0
2270,0
2271,0
2272,1
2273,1
2274,1
2275,0
2276,1
2277,0
2278,0
2279,1
2280,0
2281,0
2282,1
2283,0
2284,0
2285,1
2286,0
2287,0
2288,1
2289,1
2290,1
2291,0
2292,0
2293,0
2294,1
2295,0
2296,1
2297,0
2298,1
2299,0
2300,0
2301,0
2302,1
2303,1
2304,1
2305,0
2306,1
2307,1
2308,0
2309,1
2310,0
2311,0
2312,0
2313,0
2314,0
2315,0
2316,1
2317,0
2318,1
2319,0
2320,1
2321,1
2322,0
2323,0
2324,0
2325,0
2326,1
2327,1
2328,0
2329,0
2330,0
2331,0
2332,1
2333,1
2334,0
2335,1
2336,1
2337,1
2338,0
2339,1
2340,1
2341,0
2342,1
2343,0
2344,1
2345,0
2346,1
2347,1
2348,1
2349,1
2350,1
2351,0
2352,1
2353,1
2354,0
2355,1
2356,0
2357,1
2358,1
2359,0
2360,1
2361,1
2362,0
2363,0
2364,0
2365,1
2366,0
2367,1
2368,0
2369,1
2370,0
2371,1
2372,0
2373,1
2374,0
2375,0
2376,1
2377,0
2378,1
2379,1
2380,1
2381,0
2382,0
2383,0
2384,1
2385,0
2386,0
2387,0
2388,0
2389,1
2390,1
2391,0
2392,0
2393,1
2394,1
2395,0
2396,1
2397,0
2398,1
2399,0
2400,1
2401,0
2402,0
2403,0
2404,1
2405,0
2406,1
2407,0
2408,0
2409,0
2410,0
2411,0
2412,1
2413,0
2414,0
2415,1
2416,0
2417,0
2418,1
2419,1
2420,1
2421,0
2422,1
2423,1
2424,1
2425,0
2426,0
2427,0
2428,1
2429,1
2430,1
2431,0
2432,0
2433,1
2434,1
2435,1
2436,1
2437,0
2438,1
2439,0
2440,1
2441,0
2442,0
2443,1
2444,0
2445,0
2446,1
2447,1
2448,1
2449,1
2450,1
2451,0
2452,0
2453,1
2454,0
2455,0
2456,1
2457,0
2458,0
2459,1
2460,0
2461,1
2462,0
2463,0
2464,1
2465,0
2466,1
2467,0
2468,0
2469,0
2470,0
2471,1
2472,0
2473,1
2474,1
2475,0
2476,0
2477,0
2478,1
2479,0
2480,1
2481,0
2482,0
2483,1
2484,0
2485,0
2486,1
2487,0
2488,1
2489,0
2490,1
2491,1
2492,0
2493,0
2494,0
2495,0
2496,1
2497,0
2498,0
2499,1
2500,0
2501,0
2502,1
2503,0
2504,0
2505,0
2506,0
2507,0
2508,0
2509,1
2510,1
2511,1
2512,0
2513,1
2514,1
2515,1
2516,1
2517,0
2518,1
2519,0
2520,0
2521,0
2522,1
2523,0
2524,1
2525,1
2526,1
2527,0
2528,0
2529,1
2530,0
2531,0
2532,0
2533,0
2534,1
2535,1
2536,1
2537,0
2538,0
2539,1
2540,1
2541,0
2542,0
2543,0
2544,0
2545,0
2546,0
2547,0
2548,0
2549,0
2550,1
2551,1
2552,1
2553,1
2554,1
2555,1
2556,0
2557,1
2558,0
2559,0
2560,1
2561,0
2562,0
2563,0
2564,0
2565,1
2566,1
2567,1
2568,0
2569,1
2570,0
2571,0
2572,0
2573,0
2574,1
2575,0
2576,1
2577,1
2578,0
2579,0
2580,1
2581,1
2582,0
2583,1
2584,0
2585,0
2586,1
2587,1
2588,1
2589,0
2590,1
2591,1
2592,0
2593,0
2594,0
2595,0
2596,1
2597,0
2598,1
2599,0
2600,1
2601,0
2602,1
2603,1
2604,1
2605,1
2606,0
2607,0
2608,0
2609,1
2610,0
2611,1
2612,0
2613,0
2614,1
2615,1
2616,0
2617,0
2618,0
2619,0
2620,1
2621,0
2622,0
2623,0
2624,0
2625,0
2626,1
2627,0
2628,1
2629,1
2630,1
2631,1
2632,1
2633,1
2634,0
2635,0
2636,1
2637,1
2638,0
2639,0
2640,0
2641,1
2642,0
2643,0
2644,1
2645,1
2646,0
2647,0
2648,1
2649,1
2650,1
2651,0
2652,0
2653,1
2654,0
2655,1
2656,0
2657,1
2658,0
2659,0
2660,1
2661,0
2662,1
2663,1
2664,1
2665,1
2666,0
2667,0
2668,1
2669,1
2670,0
2671,1
2672,1
2673,0
2674,1
2675,1
2676,0
2677,0
2678,1
2679,0
2680,0
2681,1
2682,0
2683,1
2684,0
2685,1
2686,1
2687,1
2688,0
2689,1
2690,0
2691,0
2692,1
2693,1
2694,0
2695,1
2696,0
2697,0
2698,1
2699,1
2700,0
2701,0
2702,1
2703,1
2704,1
2705,0
2706,0
2707,1
2708,1
2709,1
2710,0
2711,1
2712,1
2713,0
2714,0
2715,0
2716,1
2717,0
2718,1
2719,1
2720,0
2721,0
2722,0
2723,0
2724,0
2725,0
2726,1
2727,1
2728,1
2729,0
2730,1
2731,0
2732,0
2733,1
2734,1
2735,1
2736,0
2737,0
2738,0
2739,1
2740,1
2741,0
2742,0
2743,1
2744,0
2745,1
2746,1
2747,1
2748,0
2749,0
2750,1
2751,0
2752,0
2753,1
2754,1
2755,0
2756,0
2757,1
2758,1
2759,0
2760,1
2761,0
2762,1
2763,1
2764,1
2765,1
2766,0
2767,0
2768,1
2769,1
2770,1
2771,1
2772,1
2773,0
2774,1
2775,0
2776,1
2777,0
2778,1
2779,0
2780,0
2781,1
2782,0
2783,0
2784,0
2785,0
2786,0
2787,1
2788,1
2789,1
2790,1
2791,0
2792,1
2793,0
2794,0
2795,1
2796,0
2797,0
2798,1
2799,0
2800,0
2801,0
2802,1
2803,0
2804,0
2805,1
2806,1
2807,0
2808,1
2809,0
2810,0
2811,0
2812,1
2813,0
2814,0
2815,1
2816,0
2817,0
2818,1
2819,0
2820,0
2821,0
2822,1
2823,1
2824,0
2825,1
2826,0
2827,1
2828,0
2829,0
2830,1
2831,1
2832,1
2833,1
2834,1
2835,0
2836,1
2837,0
2838,0
2839,0
2840,1
2841,1
2842,1
2843,0
2844,1
2845,1
2846,0
2847,1
2848,1
2849,1
2850,1
2851,1
2852,0
2853,1
2854,1
2855,1
2856,1
2857,1
2858,1
2859,0
2860,1
2861,0
2862,1
2863,0
2864,0
2865,0
2866,1
2867,0
2868,0
2869,0
2870,1
2871,1
2872,1
2873,0
2874,0
2875,1
2876,1
2877,1
2878,0
2879,1
2880,0
2881,1
2882,1
2883,0
2884,1
2885,1
2886,0
2887,1
2888,0
2889,0
2890,0
2891,0
2892,1
2893,1
2894,0
2895,0
2896,0
2897,1
2898,1
2899,1
2900,1
2901,1
2902,1
2903,1
2904,0
2905,0
2906,1
2907,0
2908,0
2909,1
2910,1
2911,1
2912,0
2913,0
2914,0
2915,0
2916,0
2917,0
2918,1
2919,1
2920,0
2921,0
2922,1
2923,0
2924,0
2925,0
2926,0
2927,1
2928,1
2929,0
2930,1
2931,1
2932,0
2933,0
2934,0
2935,0
2936,0
2937,1
2938,0
2939,1
2940,0
2941,1
2942,1
2943,1
2944,1
2945,0
2946,0
2947,0
2948,1
2949,0
2950,0
2951,1
2952,0
2953,1
2954,0
2955,1
2956,1
2957,1
2958,1
2959,1
2960,1
2961,0
2962,0
2963,0
2964,0
2965,0
2966,1
2967,0
2968,1
2969,1
2970,1
2971,0
2972,0
2973,0
2974,0
2975,1
2976,1
2977,0
2978,1
2979,1
2980,1
2981,0
2982,0
2983,1
2984,1
2985,1
2986,1
2987,0
2988,1
2989,0
2990,0
2991,1
2992,0
2993,1
2994,0
2995,0
2996,1
2997,1
